Local time,Open,High,Low,Close,Volume
12.12.2016 16:00:00.000 GMT+0900,115.643,115.841,115.613,115.841,10029.5195
12.12.2016 17:00:00.000 GMT+0900,115.841,116.123,115.822,115.989,13884.1396
12.12.2016 18:00:00.000 GMT+0900,115.990,116.053,115.713,115.838,11217.9199
12.12.2016 19:00:00.000 GMT+0900,115.837,115.947,115.778,115.829,9345.8096
12.12.2016 20:00:00.000 GMT+0900,115.831,115.858,115.662,115.700,9084.1797
12.12.2016 21:00:00.000 GMT+0900,115.702,115.857,115.613,115.786,8459.5098
12.12.2016 22:00:00.000 GMT+0900,115.784,115.845,115.344,115.536,14370.2998
12.12.2016 23:00:00.000 GMT+0900,115.536,115.606,115.212,115.462,13837.5898
13.12.2016 00:00:00.000 GMT+0900,115.461,115.561,115.290,115.429,11700.0303
13.12.2016 01:00:00.000 GMT+0900,115.424,115.604,115.342,115.348,10443.0898
13.12.2016 02:00:00.000 GMT+0900,115.347,115.380,114.857,114.982,11267.5898
13.12.2016 03:00:00.000 GMT+0900,114.983,115.173,114.866,115.117,10338.21
13.12.2016 04:00:00.000 GMT+0900,115.115,115.175,115.033,115.113,6280.0698
13.12.2016 05:00:00.000 GMT+0900,115.112,115.149,114.925,115.024,5856.6499
13.12.2016 06:00:00.000 GMT+0900,115.022,115.100,114.986,115.028,2631.8799
13.12.2016 07:00:00.000 GMT+0900,115.033,115.037,114.744,114.850,3255.7
13.12.2016 08:00:00.000 GMT+0900,114.848,115.024,114.798,114.984,6356.2002
13.12.2016 09:00:00.000 GMT+0900,114.984,115.070,114.782,115.052,10357.1299
13.12.2016 10:00:00.000 GMT+0900,115.053,115.215,114.976,115.145,9886.8496
13.12.2016 11:00:00.000 GMT+0900,115.144,115.211,115.053,115.066,7904.1401
13.12.2016 12:00:00.000 GMT+0900,115.066,115.095,114.916,115.021,7783.2202
13.12.2016 13:00:00.000 GMT+0900,115.021,115.187,114.967,115.135,6757.7598
13.12.2016 14:00:00.000 GMT+0900,115.135,115.364,115.067,115.347,7965.3198
13.12.2016 15:00:00.000 GMT+0900,115.346,115.398,115.156,115.160,6769.3799
13.12.2016 16:00:00.000 GMT+0900,115.161,115.314,115.122,115.287,8116.8599
13.12.2016 17:00:00.000 GMT+0900,115.287,115.426,115.253,115.384,11244.54
13.12.2016 18:00:00.000 GMT+0900,115.383,115.398,115.241,115.260,8596.1797
13.12.2016 19:00:00.000 GMT+0900,115.260,115.446,115.247,115.402,7267.7998
13.12.2016 20:00:00.000 GMT+0900,115.404,115.478,115.375,115.389,5839.1499
13.12.2016 21:00:00.000 GMT+0900,115.389,115.411,115.217,115.328,7076.4199
13.12.2016 22:00:00.000 GMT+0900,115.328,115.328,114.966,114.979,12907.9102
13.12.2016 23:00:00.000 GMT+0900,114.982,115.240,114.982,115.126,14679.7803
14.12.2016 00:00:00.000 GMT+0900,115.125,115.352,115.122,115.298,13709.7197
14.12.2016 01:00:00.000 GMT+0900,115.299,115.300,114.978,115.266,12081.9199
14.12.2016 02:00:00.000 GMT+0900,115.268,115.351,115.217,115.285,7452.1802
14.12.2016 03:00:00.000 GMT+0900,115.285,115.330,115.157,115.316,6880.8301
14.12.2016 04:00:00.000 GMT+0900,115.317,115.327,115.218,115.245,5148.2202
14.12.2016 05:00:00.000 GMT+0900,115.242,115.263,115.074,115.168,4792.9102
14.12.2016 06:00:00.000 GMT+0900,115.166,115.215,115.102,115.187,4214.52
14.12.2016 07:00:00.000 GMT+0900,115.192,115.290,115.146,115.256,1658.3101
14.12.2016 08:00:00.000 GMT+0900,115.256,115.288,115.124,115.222,6366.1602
14.12.2016 09:00:00.000 GMT+0900,115.218,115.240,115.005,115.190,8428.0098
14.12.2016 10:00:00.000 GMT+0900,115.189,115.333,115.130,115.220,7679.6001
14.12.2016 11:00:00.000 GMT+0900,115.220,115.249,115.082,115.120,5807.6602
